input_text	target_text
En 2016, Chan ganó un Oscar honorifico por sus “logros extraordinarios”	En 2016, Chan ganó un Oscar honorífico por sus “logros extraordinarios”
Él nació el siete de abril de 1954 en el Hong Kong	Él nació el siete de abril de 1954 en el Hong Kong
Él habla chino, inglés y coreano	Él habla chino, inglés y coreano
Él tiene pelo negro, ojos marrones y grandes, nariz grande, peso medio y altura mediana	Él tiene pelo negro, ojos marrones y grandes, nariz grande, y es de peso medio y altura mediana
Siempre lleva un abrigo blanco	Siempre lleva un abrigo blanco
Él es popular, creativo, divertido, responsable y exitoso	Él es popular, creativo, divertido, responsable y exitoso
Se convirtió en actor cuando tenía cinco años	Se convirtió en actor cuando tenía cinco años
Su familia se mudó a Australia en 1960	Su familia se mudó a Australia en 1960
Después de regresar a Hong Kong, el asistió a la escuela primaria	Después de regresar a Hong Kong, él asistió a la escuela primaria
Luego, él ha entrenado en Kung Fu y Hapkido	Luego, él se entrenó en Kung Fu y Hapkido
Por consiguiente, él se convirtió en artista marcial	Entonces, él se convirtió en artista marcial
Él se graduó de la Academia China de drama	Él se graduó de la Academia China de drama
Chan se casó con Joan Lin y ella es actriz taiwanesa en 1982	Chan se casó con Joan Lin en 1982 y ella es actriz taiwanesa
Él tiene un hijo y una hija	Él tiene un hijo y una hija
Su hijo es Jaycee Chan que es cantante y actor.	Su hijo es Jaycee Chan que es cantante y actor.
Jennifer Lopez es una cantante famosa	Jennifer Lopez es una cantante famosa
Su nombre artística es JLo	Su nombre artística es JLo
Ella también es una actriz, bailarín, diseñadora de moda	Ella también es una actriz, bailarín, diseñadora de moda
Ella nació en veintecuatro de julio en mil novecientos sesenta y nueve en la cuidad de Castle Hill en el estado de New York	Ella nació en veinticuatro de julio en mil novecientos sesenta y nueve en la cuidad de Castle Hill en el estado de New York
Ella es puertorriqueña	Ella es puertorriqueña
Ella se hizo famosa cuando ella actuó en la película, Selena, como Selena, en mil novecientos noventa y siete	Ella se hizo famosa cuando ella actuó en la película, Selena, como Selena, en mil novecientos noventa y siete
Ella ha estado casóse tres veces	Ella ha estado casada tres veces
Ella casóse Marc Anthony, Cris Judd, y Ojani Noa	Ella se ha casado con Marc Anthony, Cris Judd, y Ojani Noa
Ella tiene dos hijos: Emme Maribel Muñiz y Maximilian David Muñiz	Ella tiene dos hijos: Emme Maribel Muñiz y Maximilian David Muñiz
Ella era una juez en el programa de televisión, American Idol por cuatro años	Ella era una juez en el programa de televisión, American Idol por cuatro años
Ella comida favorita es mexicana	Ella comida favorita es mexicana
Ella le gusta tacos, burritos de carne, y horchata	A ella le gustan tacos, burritos de carne, y horchata
Los fines de semana, ella le gusta va a parque de atracciones con su hijos, le gusta compra en el centro comerical, y saca su mucho dinero por el cajero de automático	Los fines de semana, a ella le gusta ir al parque de atracciones con sus hijos, le gusta ir de compras en el centro comercial, y saca mucho dinero del cajero automático
Ahora mismo, su novio esta Alex Rodriguez	Ahora mismo, su novio es Alex Rodriguez
Alex tambien es de Bronx	Alex también es del Bronx
Además, ella debuté su nueva canción, Mírate, a el dos mil siete Billboard Latin Music Awards	Además, ella lanzó su nueva canción, Mírate, a el Billboard Latin Music Awards de dos mil siete
Ella es respetada por Rihanna, Demi Lovato, Ricky Martin, y Lin-Manuel Miranda, quien creen ella es una cantante muy buena y es influyente	Ella es respetada por Rihanna, Demi Lovato, Ricky Martin, y Lin-Manuel Miranda, quienes creen que ella es una cantante muy buena y que es influyente
Su Facebook y Twitter nombre es Jennifer Lopez	Su nombre en Facebook y Twitter es Jennifer Lopez
Su Instragram nombre es jlo	Su nombre en Instragram es jlo
En este momento, Ella está en el programa de televisión, Tonos de Azul	En este momento, ella sale en el programa de televisión, Tonos de Azul
Ella juega una madre soltera, Harlee Santos	Ella desempeña el papel de una madre soltera, Harlee Santos
Ella tiene que trabajar con el grupo de trabajo anticorrupción del FBI	Ella tiene que trabajar con el grupo de trabajo anticorrupción del FBI
También, ella tiene muchas problemas de dinero y familia.	También, ella tiene muchos problemas de dinero y familia.
Una persona famosa es Blake Lively	Una persona famosa es Blake Lively
Blake Lively esta una actora y es en muchas películas y programs de television	Blake Lively es actriz y sale en muchas películas y programas de televisión
Ella es muy bonita, tiene pelo rubia, es muy alta	Ella es muy bonita, tiene pelo rubio, y es muy alta
Y también ella tiene ojos café	Y también ella tiene ojos de color café
Blake Lively tiene dos niños y un esposo Ryan Reynolds	Blake Lively tiene dos niños y un esposo, Ryan Reynolds
Blake Lively y Ryan Reynolds casarse en nueve de septiembre a 2012	Blake Lively y Ryan Reynolds se casaron el nueve de septiembre de 2012
Su papa es Earnie Lively	Su papá es Earnie Lively
Su papa esta un maestra de actuar	Su papá es maestro de actuar
Ella ganó muchas premios	Ella ganó muchos premios
Ella esta en el cine de The Age of Adeline, Gossip Girl, The Sisterhood of the Traveling Pants, Green Lantern, y The Shallows	Ella sale en las películas The Age of Adeline, Gossip Girl, The Sisterhood of the Traveling Pants, Green Lantern, y The Shallows
En la trabaja de Green Lantern Blake Lively y Ryan Reynolds reunió	En el trabajo de Green Lantern Blake Lively y Ryan Reynolds se conocieron
Blake Lively es de Los Angles y ahora vive en Nueva York	Blake Lively es de Los Angeles y ahora vive en Nueva York
Ella le gusta cocinar mucho	A ella le gusta cocinar mucho
Ella le gusta Martha Stewart	A ella le gusta Martha Stewart
Blake Lively le gusta viajar mucho	A Blake Lively le gusta viajar mucho
Cuando ella viaje ella va a muchas restaurantes y le gusta intentar mucha comida	Cuando ella viaja ella va a muchos restaurantes y le gusta probar mucha comida
La cultura de diferentes partes del mucho esta muy importante a Blake Lively	La cultura de diferentes partes del mundo es muy importante a Blake Lively
Ella le gusta Barack Obama	A ella le gusta Barack Obama
Blake Lively empezó actuar cuando ella es once	Blake Lively empezó a actuar cuando ella tenía once años
Ella dijo, 'Todo mi familia esta loca.' Ella también dijo 'Yo solamente besado tres persones en mi vida, aparte de películas	Ella dijo, 'Todo mi familia está loca.' Ella también dijo 'Yo solamente he besado a tres personas en mi vida, aparte de las películas
Yo conozco, yo estoy raro.' Por la programa de television a Gossip Girl ella hace cincuenta mil dólares por un episodio en 2009-2010	Yo lo sé, yo soy rara.' En el programa de televisión Gossip Girl ella cobra cincuenta mil dólares por un capítulo en 2009-2010
Pero en 2010-2011 ella hace sesenta mil dólares por un episodio	Pero en 2010-2011 ella cobra sesenta mil dólares por un capítulo
Blake Lively quería ser un actora no famosa	Blake Lively quería ser una actriz no famosa
Pero a veces, cuando tu estas un actora te vuelves famosa.	Pero a veces, cuando tú eres actriz te vuelves famosa.
Rihanna se llama Robyn Rihanna Fenty	Rihanna se llama Robyn Rihanna Fenty
Rihanna es muy bonita, alta, y tiene los ojos marrones	Rihanna es muy bonita, alta, y tiene los ojos marrones
Ella tiene veintinueve años	Ella tiene veintinueve años
Ella es una cantante y actriz famosa en los estados unidos	Ella es una cantante y actriz famosa en los Estados Unidos
Ella es de Barbados	Ella es de Barbados
Ella vive en Neuva York	Ella vive en Nueva York
Su cumpleanos es el veinte de febrero	Su cumpleaños es el veinte de febrero
Rihanna tiene dos hermanos	Rihanna tiene dos hermanos
Ellos se llaman Rojad y Rorrey	Ellos se llaman Rojad y Rorrey
Su padre se llama Ronald Fenty y su madre se llama Monica Braithwaite	Su padre se llama Ronald Fenty y su madre se llama Monica Braithwaite
Ella tiena muchas casas	Ella tiene muchas casas
Trabaja para Puma	Trabaja para Puma
Puma vende calcetines y zapatos	Puma vende calcetines y zapatos
Ella va a trabajar para Sephora	Ella va a trabajar para Sephora
Sephora vende maquillaje	Sephora vende maquillaje
El maquillaje por Rihanna se llama Fenty	El maquillaje de Rihanna se llama Fenty
Chris Brown era su novio pero se separaron	Chris Brown fue su novio pero se separaron
Ella estaba con Drake pero ellos se separaron recientemente	Ella estaba con Drake pero ellos se separaron recientemente
Chris Brown y Drake son catantes tambien	Chris Brown y Drake son cantantes también
Chris Brown es major cantando que Drake, pero Drake es major rapping que Chris Brown	Chris Brown canta mejor que Drake, pero Drake es hace rapping mejor que Chris Brown
Chris Brown es tan guapo como Drake	Chris Brown es tan guapo como Drake
Son muy populares en Estados Unidos	Son muy populares en Estados Unidos
Rihanna es buena bailando	Rihanna baila bien
Ella tuvo un concierto en 2016	Ella tuvo un concierto en 2016
Ella baila a sus canciones en el concierto	Ella bailaba a sus canciones en el concierto
Empezó a cantar cuando tenía dieciseis años	Empezó a cantar cuando tenía dieciséis años
A Rihanna le gusta los colores negro y verde	A Rihanna le gustan los colores negro y verde
Ella le gusta la comida callaloo, el helado de chocoloate, y la tarta de queso	A ella le gusta la comida callaloo, el helado de chocolate, y la tarta de queso
Le gusta beber vodka y cocktail	Le gusta beber vodka y cocteles
Ella escucha música por Beyoncé, Mariah Carey, Bob Marley, y Madonna	Ella escucha la música de Beyoncé, Mariah Carey, Bob Marley, y Madonna
Ella le gusta jugar el fútbol y le gustan los perros muchos	A ella le gusta jugar el fútbol y le gustan los perros mucho
Le gusta estudiar psicología si no canta	Le gusta estudiar psicología si no canta
Ella mira Napoleon Dynamite muchas veces	Ella mira Napoleon Dynamite muchas veces
Rihanna es muy guapa y canta y baila muy buena.	Rihanna es muy guapa y canta y baila muy bien.
Su nombre es Gregory O' Gallaghar	Su nombre es Gregory O' Gallaghar
Es de estatura media y muy fuerta	Es de estatura media y muy fuerte
El tiene veinticinco años	El tiene veinticinco años
Es muy atlético y es un CEO de Kinobody	Es muy atlético y es el CEO de Kinobody
Su objectivo es disfrutar de la vida con un sano fuerte fisico de Hollywood	Su objetivo es disfrutar de la vida con un fuerte régimen físico de Hollywood
Es famoso en Youtube otros sitios web de medios sociales	Es famoso en Youtube y en otros sitios web de medios sociales
Tiene el pelo canstaño largo	Tiene el pelo castaño y largo
Ayuda a las personas con su condicíon física	Ayuda a las personas con su estado físico
Tiene miles de clientes	Tiene miles de clientes
Él es Canadiense y vive en Canadá	Él es Canadiense y vive en Canadá
Él tiene muchos programas del entrenamiento incluyendo el dios griego, guerrero, superhéroe y diosa griega	Él tiene muchos programas del entrenamiento incluyendo el dios griego, guerrero, superhéroe y diosa griega
Él se centra en el entrenamiento de la fuerza y la grasa baja del cuerpo para un físico fuerte magro	Él se centra en el entrenamiento de la fuerza y la grasa baja del cuerpo para un físico fuerte y delgado
Entrena a actores como Tom Cruise	Entrena a actores como Tom Cruise
Ha sido bien conocido por tres años	Ha sido bien conocido por tres años
Tiene mucho conocimiento sobre entrenamiento de fuerza y nutrición	Tiene mucho conocimiento sobre el entrenamiento de fuerza y la nutrición
Tiene muchas recetas saludables	Tiene muchas recetas saludables
Él está en contra de la industria de la aptitud tradicional y promueve el ayuno intermitente	Él está en contra de la industria de la aptitud tradicional y promueve el ayuno intermitente
